text,label,document_type,domain,source_document,source_section,quality,comment,candidate_id,project_id,original_role_gold,original_sub_role_gold,context_before,context_after,review_priority,label_before_correction,correction_reason
Le résultat est visible sur la les zones hachurées correspondent à la partie du lac qui a été supprimée tandis que la zone marron correspond au nouveau polygone.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,,good,from role_gold=resultat | sub_role= | status=to_review,b5fc8c2763ca83ee,projet_13_,resultat,,"Pour cela, nous « rétrécissons » (crop) le polygone du lac de 10 mètres (opération inverse de celle de création d’une zone tampon évoquée précédemment).","L’objectif de cette étape est de s’assurer que les pixels que nous conservons correspondent bien au lac car il peut y avoir des approximations sur les données géographiques que nous manipulons. ""crop"" de 10 mètres autour du polygone du lac.",HIGH,resultat,
Les deux premiers modèles ont révélé un fort surapprentissage des situations d’efflorescences comparés aux résultats obtenus en 2021.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,94d10f822b34af83,projet_13_,resultat,observation_resultat,Utilisation d’un autoencoder résumant les champs météorologiques en un espace latent puis d’un CNN prédisant les efflorescences à partir des images satellite et cet espace latent. schéma du premier modèle CCN proposé en 2022. deuxième architecture CNN prenant en entrée des variables météorologiques avec convolution séparable et profonde. troisième modèle fusionnant les deux CNN au sein d’une couche linéaire dense. dernière approche utilisant un autoencoder générant un espace latent décrivant les champs météorologiques.,Ce surapprentissage est très probablement dû à l’importante dimension des descripteurs face à la faible quantité de données d’efflorescence.,LOW,resultat,
"Les différences de performances obtenues entre RF et XGB sont marginales, cependant XGB donnent des résultats plus stables en présence d'un déséquilibre des données.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,3aeaba376c05ccd3,projet_13_,resultat,observation_resultat,Ils utilisent la technique SMOTE pour rééquilibrer leur jeu de données et donc d’améliorer les performances de leurs modèles.,"Ils utilisent également le technique SHAP pour extraire les caractéristiques les plus importantes pour le modèle et citent également la température de l’eau et les concentrations d’azote total et de phosphore total, tout comme Yan et al.33.",LOW,resultat,
"Les facteurs contribuant le plus souvent aux efflorescences de cyanobactéries sont les concentrations en azote total, phosphore total, la température de l’eau selon Jeon et al. ou encore l’irradiation solaire et le niveau de l’eau selon les résultats de Ai et al.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,2c874d54d2433139,projet_13_,resultat,observation_resultat,"Les meilleures performances ont été obtenues via une Forêt Aléatoire (R2=0.69) pour la tâche 1, et un ExtraTree (R2=0.92) pour la tâche 2. résumé de la méthode utilisée par Yan et al. (© Yan et al., 2024) Les auteurs ont identifié (grâce à la technique SHAP, voir en section 1.4.3) la chlorophylle-a du mois en cours, l'utilisation des terres, le phosphore total et les oxydes d'azote (NOx) comme des caractéristiques cruciales pour obtenir des prédictions précises.",Jeong et al.34 expérimentent deux modèles de machine learning (Forêt Aléatoires et Extreme Gradient Boosting) afin de prédire les risques d’efflorescence de cyanobactéries sur huit réservoirs d’approvisionnement en eau situés en Corée du Sud.,LOW,resultat,
Les résultats des filtres appliqués sur chaque source sont fusionnés au sein d’une couche linéaire dense avant de fournir une prédiction de situation d’efflorescence de cyanobactéries.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,f58753047a5e657f,projet_13_,resultat,observation_resultat,Architecture composée d’un réseau CNN appliquée à la décomposition de l’information sur chaque source.,Utilisation d’un autoencoder résumant les champs météorologiques en un espace latent puis d’un CNN prédisant les efflorescences à partir des images satellite et cet espace latent. schéma du premier modèle CCN proposé en 2022. deuxième architecture CNN prenant en entrée des variables météorologiques avec convolution séparable et profonde. troisième modèle fusionnant les deux CNN au sein d’une couche linéaire dense. dernière approche utilisant un autoencoder générant un espace latent décrivant les champs météorologiques.,LOW,resultat,
"Les résultats obtenus (plus haut : R2, 0.80 to 0.94, et plus basse RMSE, 0.22–0.43 ​μg/L) dépassent les performances de quatre modèles de machine learning utilisés habituellement (ExtraTree, Gradient Boosting, Support Vector et Multiple Linear Regression).",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,f772eb8d591b96e4,projet_13_,resultat,observation_resultat,"Enfin, Qian et al.14 proposent un modèle de deep learning basé sur les transformers pour estimer les concentrations en chlorophylle-a en Chine.","Les deux caractéristiques influençant le plus le modèle sont le phosphore total et l’azote total, ce qui est également confirmé dans plusieurs autres articles (voir la section 1.4.1.4).",LOW,resultat,
"Les résultats suggèrent que la température joue un rôle clé dans le contrôle des cyanobactéries formant des fleurs d’eau et que le moment du début du réchauffement, la température maximale de l'eau et le taux de chaleur accumulée affectent le changement entre les types de cyanobactéries Anabaena et Microcystis.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,d51714e375de52a6,projet_13_,resultat,observation_resultat,"Ainsi, chaque année d'échantillonnage a montré des différences significatives par rapport aux autres années dans la biomasse totale et la structure de la communauté cyanobactérienne.","Coefficient de variation (%) des concentrations de cyanobactéries entre chaque triplicatas échantillonnés en été 2009 (lac st-charles), d'après Rolland et al.",LOW,resultat,
Les sections 1.5.3.2 et 1.5.3.3 seront en partie retravaillées en fonction des résultats des expérimentations.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,2dd940eeef45d2fd,projet_13_,resultat,observation_resultat,"Mouine, Je vous transmets ci-joint une première version du dossier technique « Water Quality ».",La section 1.5.4 doit être rédigée une fois ces expérimentations menées (nous attendons encore des données nécessaires pour l’entrainement de nos modèles).,LOW,resultat,
"Leurs résultats montrent que si un jeu de données journalières sur la qualité de l'eau permet de prédire les concentrations de chlorophylle-a trois jours à l'avance avec le taux d'abandon conventionnel de 0.2, des données horaires permettent de prédire les concentrations de chlorophylle-a sept jours à l'avance.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,e04a959224d3eeca,projet_13_,resultat,observation_resultat,Busari et al.12 ont quant à eux utilisé différentes périodes d'échantillonnage pour développer divers modèles LSTM couplés à un Monte Carlo Dropout Scheme afin d'estimer les incertitudes du modèle pour les prévisions de la chlorophylle-a dans un lac d'eau douce.,"De plus, ils notent que lorsque l'effet de la période d'échantillonnage a été pris en compte, le jeu de données complet (jeux de données diurnes et nocturnes combinés) a fourni de meilleures prévisions de la chlorophylle-a par rapport au modèle qui n'utilisait que les données diurnes ou nocturnes.",LOW,resultat,
"Nous avons donc L’importance relative d’une classe (notée ) correspond à la proportion qu’elle représente par rapport au nombre total de données (i.e., ).",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,ae22d021944e698c,projet_13_,contribution,apport_connaissance,"Nous calculons ensuite pour chaque classe le nombre de BLOOM (), de NO BLOOM () et la proportion de BLOOM (i.e., avec ) de la classe .",Nous mesurons l’erreur qui correspond à l’écart que nous obtenons entre la proportion de blooms et la probabilité cible .,MEDIUM,resultat,
Nous pouvons par exemple visualiser sur la le résultat après application d’un crop de 10 mètres autour du polygone du lac Saint-Charles.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,,good,from role_gold=resultat | sub_role= | status=to_review,42b162fb58319614,projet_13_,resultat,,Ce rétrécissement du polygone de lac peut avoir pour effet de supprimer les pixels les plus près des berges du lac.,Les pixels verts sont les pixels conservés et les pixels rouges sont les pixels qui ont été effacés (alors qu’ils auraient conservés si nous n’avions pas fait le crop). pixels conservés et pixels supprimés après application du crop de 10 mètres sur le polygone du lac.,HIGH,resultat,
"Pour cela, nous avons mis en place de nouvelles métriques (la risk_accuracy et la certainty) que nous présenterons dans ce rapport.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,3172b7e9c9279c2a,projet_13_,contribution,apport_connaissance,Comment faire en sorte de ne pas avoir trop de prédiction de niveau moyen qui n’apportent que peu d’informations pour l’usager final ?,,MEDIUM,resultat,
"Pour résumer, la risk_accuracy permet de mesurer à quel point le modèle est bon dans sa tâche de prédiction de niveau de risque par rapport à des probabilités cibles cibles.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,7053841e6f2d83df,projet_13_,contribution,apport_connaissance,"Ainsi, pour que l’accuracy et la certainty soient élevées il faut : que la proportion de blooms pour chaque niveau de risque soit éloignées de 50%, qu’il y ait peu de prédictions de risque « moyen ».","La certainty, quant à elle, permet de mesurer à quel point le modèle peut être utile pour le métier en évaluant l’impact des probabilités cibles.",MEDIUM,resultat,
"Pour tenter de résoudre ce verrou, nous nous appuyons sur l’expertise métier apportée par notre partenaire WaterShed Monitoring afin de réduire la dimension du problème.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,2eafd22b744f2a0f,projet_13_,contribution,apport_connaissance,"En effet, il faut alors obtenir suffisamment de données d’entraînement pour chaque lac de notre jeu de données, et ce de façon la plus équilibrée.","Par exemple, nous extrayons des images satellite des informations comme la quantité de chlorophylle-a, de matières organiques en suspension (total suspended matter, ou TSM) en ciblant plus particulièrement la zone la plus profonde du lac.",MEDIUM,resultat,
Réseau CNN comparable à celui de 2021 permettant une comparaison directe des résultats.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,ea19b1a9434d901e,projet_13_,resultat,observation_resultat,"Pour cela, quatre approches ont été expérimentées.",Réseau plus proche de la littérature multiphysique mettant en œuvre des filtres indépendants (convolution séparable et profonde) sur chaque variable météorologique puis les agrégeant sur la couche finale.,LOW,resultat,
"Toutefois, comme les auteurs le soulignent, leurs résultats ne s’appliquent qu’à un lac bien étudié dans la littérature, et donc bien monitoré.",resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,91ae0a2f7efb1b18,projet_13_,resultat,observation_resultat,Ces trois paramètres sont obtenus à l’échelle journalière à l’aide du Global Ocean Turbulence Model.,"Si l’on souhaite utiliser leur méthodologie sur un nouveau lac, cela présuppose de « développer, entraîner et évalué sur le plan d’eau concerné en raison des caractéristiques physiques uniques et de la qualité de l’eau dans les différents systèmes ».",LOW,resultat,
Une deuxième approche est suggérée dans le rapport R&D BEPS-IA 2022 mais n'avait pas pu être explorée : « Une idée non étudiée dans ce rapport serait de retirer l’aspect champs météorologique en les remplaçant par un vecteur de variables météorologiques tirées du point le plus proche de chaque lacs.,resultat,raw,to_detect_by_nlp,Première version DT Water Quality.msg,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,779b3778fdfb9e77,projet_13_,contribution,apport_connaissance,"Il s’agit donc de la piste explorée ayant permis d’obtenir les meilleurs résultats, le taux de fausse alarme restant toutefois de 37%.",Remplacer les champs par un vecteur permettrait de réduire considérablement l’espace passant d’une dimension à . ».,MEDIUM,resultat,
2024) : mélanges sans chaux ; problèmes de retrait et moisissures sur éprouvettes non ventilées ; nécessité d’un partenaire industriel pour mise au point (KelligEmren). • Plancher : programme d’essais localisés de connexions (goujons / remontées de tranchant) jusqu’à la ruine pour fiabiliser les résultats calculatoires.,resultat,raw,to_detect_by_nlp,Programme_RnD_IlotA1_.docx,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,6cca5042e64e89cf,projet_20_,resultat,observation_resultat,"2024) : compatibilité machine confirmée ; tassement important après mise en vertical et vibrations → non conformité en façade ; alternatives étudiées : paille insufflée (procédé IELO), laine de bois, panneaux BioFib. • Campagnes terre/chanvre (juin–sept.",5.,LOW,resultat,
"Consortium R&D et rôles [TABLEAU] | Acteur | Contribution R&D | | ------------------------------ | -------------------------------------------------------------------------------------------- | | Groupe BRIAND / Design & Build | Conception/préfabrication, modélisations EF, essais connexions, organisation clos & couvert. | | TETRARC / YLÉ / BATI-NANTES | Architecture, stratégie constructive, bioclimatique et réemploi. | | POUGET | STD (RE2020), calculs DH, stratégie confort d’été sans climatisation. | | Atelier ROUCH | Acoustique (affaiblissements, équipements, simulations). | | SOCOTEC / CSTB | Parcours ATEx Cas B, cadrage essais et conformité. | | CAVAC | Filière chanvre/chènevotte – approvisionnements et retours filière. | | KelligEmren (Lorient) | Développement/préfabrication éléments terre/chanvre. | 10.",resultat,raw,to_detect_by_nlp,Programme_RnD_IlotA1_.docx,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,a39fc8e76d834139,projet_20_,contribution,apport_connaissance,9.,"Indicateurs d’avancement (niveau de maturité) Plancher préfa : modélisations validées, plan d’essais établi → progression vers justification complète Eurocodes (sans ATEx).",MEDIUM,resultat,
"Programme de R&D – Ilot A1 Pirmil-Les-Isles Reformulation à sémantique Recherche & Développement Ce document reformule, en langage et structuration R&D, les contenus issus EXCLUSIVEMENT des pièces suivantes : • 01 – Notice architecturale, environnementale, technique et paysagère (15/03/2024) • 02 – Notice programmatique (15/03/2024) • 02 – BRIAND – Avancement Démarches Innovations (indices 22/11/2024 et 20/01/2025).",resultat,raw,to_detect_by_nlp,Programme_RnD_IlotA1_.docx,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,ad44c7b4319ebc0c,projet_20_,contribution,apport_connaissance,,1.,MEDIUM,resultat,
"Dispositif expérimental réalisé Type de dispositif En blocs de Fisher Témoin (type) Inclus Nombre de répétitions (blocs) 4 6 Nombre total de modalités* Longueur de parcelle (m) 6 Largeur de parcelle (m) 1,75 Surface par parcelle (m2) 10,5 Nombre de doubles rangs par parcelle 4 Implantation de la culture Semée Environnement de l’essai Plein champ *Avec témoin Les analyses statistiques étant réalisées sur la totalité des modalités de l’essai, les résultats des différents tests ne s’appliquent pas uniquement aux modalités d’intérêt pour le Donneur d’Ordres (DO).",resultat,raw,to_detect_by_nlp,Rapport LALLEMAND PL.24.I.oig.AC.1.pdf,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,c154f731ee993381,projet_4_,resultat,observation_resultat,4.,PLANETE Légumes Fleurs et Plantes 27/11/2024 sur 13,LOW,resultat,
"La première application de MOVENTO du programme de référence, a permis de limiter de façon significative la fréquence d’attaque et réduit de 50 % environ le nombre d’individus par plante au 24 juillet.",resultat,raw,to_detect_by_nlp,Rapport LALLEMAND PL.24.I.oig.AC.1.pdf,resultats,good,from role_gold=resultat | sub_role=resultat_quantitatif | status=auto_corrected,cbaacb09a884831a,projet_4_,resultat,resultat_quantitatif,Le niveau maximal d’infestation n’est atteint qu’à la fin du mois de juillet soit 13 jours avant la récolte.,"A cette même date, soit au pic d’infestation, les applications de LALGUARD M52 OD ont également démontré une efficacité significative de 30 % environ sur le nombre d’individus, non différente de la référence, mais n’ont pas permis de limiter la fréquence d’attaque.",MEDIUM,resultat,
Rapport final Essai N° : PL.24.I.oig.AC.1 Essai insecticide d’efficacité contre le thrips du tabac et de l’oignon (Thrips tabaci) sur oignons de printemps (oignons bottes) semés Responsable d’Essai : Anaïs CLAUDEL 1.,resultat,raw,to_detect_by_nlp,Rapport LALLEMAND PL.24.I.oig.AC.1.pdf,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,d91780cd295dd5d9,projet_4_,contribution,apport_connaissance,,Objectif de l’essai Evaluer le niveau d’efficacité du LALGUARD M52 OD appliqué seul ou en alternance avec ESSEN’CIEL en comparaison au programme de référence avec MOVENTO.,MEDIUM,resultat,
Rapport final Essai N° : PL.24.I.nav.MO.1 Evaluation de l’efficacité de filets anti-insectes sur navet (navets salés) Responsable d’Essai : Maylis OHREL 1.,resultat,raw,to_detect_by_nlp,Rapport TEXINOV PL.24.I.nav.MO.1.pdf,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,31ff48d23dda9377,projet_4_,contribution,apport_connaissance,,"Objectif de l’essai Evaluer le niveau d’efficacité de 3 filets anti-insectes, positionnés en post-semis avant émergence de la culture de navets salés destinés à l’industrie.",MEDIUM,resultat,
Annexe 3 MO 11 V9 Rapport final Essai BPE N° : PL.24.F.oig.AC.1 Version N° : 1 Essai fongicide d’efficacité contre le mildiou (Peronospora destructor) sur oignon de printemps (oignon botte) Responsable d’Essai : Anaïs CLAUDEL Code interne du donneur d’ordre : FRPXTF7002024 1.,resultat,raw,to_detect_by_nlp,Rapport V1 SYNGENTA PL.24.F.oig.AC.1.pdf,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,9abe0557f35eed2b,projet_4_,contribution,apport_connaissance,,"Objectifs de l’essai Dans des programmes adjuvantés avec du CANTOR à 6 applications et en comparaison au programme de référence ORONDIS PLUS + ORTVA : a. évaluer le niveau d’efficacité du M500 appliqué seul ou en mélange avec du M465 b. évaluer le niveau d’efficacité du M204 appliqué seul c. évaluer le niveau d’efficacité d’un programme alternant M500 seul ou en mélange avec du M465, M204 et ORTIVA. d.",MEDIUM,resultat,
"Au 28 mai et au 6 juin, seules les applications de la modalité 4 ont permis de limiter significativement la progression de la maladie avec seulement 24 % de plantes touchées avant l’application C.",resultat,raw,to_detect_by_nlp,Rapport V1 SYNGENTA PL.24.F.oig.AC.1.pdf,resultats,good,from role_gold=resultat | sub_role=resultat_quantitatif | status=auto_corrected,e7aa482c98478dbd,projet_4_,resultat,resultat_quantitatif,La première application de M500 seul ou mélangé à du M465 a donc également permis de freiner la propagation du mildiou.,"Bien que l’analyse statistique ne puisse être réalisée au 31 mai et au 3 juin, il semble que seules les modalités 4 et 5 (modalité de référence) aient ralenti l’infection de nouvelles plantes par le mildiou à ces dates.",MEDIUM,resultat,
"Caractéristiques du site d’essai Type de sol * : sable argilo limoneux Texture * : 19,0% argiles / 30,7 % limons / 39,7 % sables Matière Organique * : 2,9 % pH * : 8,2 Culture/cible : Oignon de printemps (oignon Variété : DE REBOUILLON botte) / Mildiou (Peronospora destructor) Date de semis : 03 mars 2024 Densité : 962 000 graines/ha Précédent cultural : Blé tendre d’hiver Désherbage du précédent : n/a Autres traitements du précédent (si nécessaire) : n/a *Résultats de l’analyse de sol d’une parcelle située à 900 mètres environ du site d’essai.",resultat,raw,to_detect_by_nlp,Rapport V1 SYNGENTA PL.24.F.oig.AC.1.pdf,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,79a7cac923773e49,projet_4_,resultat,observation_resultat,Annexe 3 MO 11 V9 3.,4.,LOW,resultat,
Ces résultats mettent en avant l’intérêt du métalaxyl-M en mélange avec l’oxathiapiproline.,resultat,raw,to_detect_by_nlp,Rapport V1 SYNGENTA PL.24.F.oig.AC.1.pdf,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,e9e4af3e15a81102,projet_4_,resultat,observation_resultat,"Par ailleurs, les oignons traités avec cette spécialité ont montré une intensité d’attaque significativement plus faible que le programme de référence aux 6, 10 et 17 juin.","Bien que les applications de M500 seul ou mélangé au M465 aient permis de freiner la propagation du mildiou en début de cycle et au 10 juin, lorsque l’observation est réalisée sur des étages foliaires moins contaminés, l’augmentation de la pression fongique limite l’efficacité de ces deux spécialités.",LOW,resultat,
Conclusion Les températures majoritairement inférieures à 25 °C couplées à des précipitations régulières entre mi-mai et début juin ont offert des conditions particulièrement propices à une apparition précoce de mildiou et à une propagation rapide de la maladie au sein de l’essai.,resultat,raw,to_detect_by_nlp,Rapport V1 SYNGENTA PL.24.F.oig.AC.1.pdf,resultats,good,from role_gold=resultat | sub_role=resultat_quantitatif | status=auto_corrected,64305f4ff2ef3fa7,projet_4_,resultat,resultat_quantitatif,Annexe 3 MO 11 V9 10.,"Ainsi au 31 mai, soit 15 jours après les premières sporulations, la totalité des plantes est infectée par pathogène dans le témoin avec une surface foliaire atteinte de près de 90 % en moyenne sur les 2 feuilles les plus touchées.",MEDIUM,resultat,
"Jusqu’à la fin de l’essai, toutes les plantes observées dans le témoin restent atteintes par le mildiou avec un recouvrement de la surface foliaire touchée par la maladie, oscillant entre 59 et 88 % en moyenne.",resultat,raw,to_detect_by_nlp,Rapport V1 SYNGENTA PL.24.F.oig.AC.1.pdf,,good,from role_gold=resultat | sub_role= | status=to_review,8c9e210bf51bfef4,projet_4_,resultat,,"Par la suite, la progression de l’infestation est rapide grâce aux hygrométries élevées avec 100 % de plante atteintes au 31 mai et 89 % de surface foliaire recouverte en moyenne par la maladie sur les 2 feuilles les plus touchées.",La diminution progressive du pourcentage de recouvrement entre le 3 et le 10 juin est à mettre en lien avec la sénescence des feuilles les plus atteintes par le champignon.,HIGH,resultat,
Ce programme a permis de fortement limiter le développement de l’alternariose sur les feuilles basales et sur les pommes jusqu’à la récolte.,resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,,good,from role_gold=verrou | sub_role= | status=to_review,2b0845b8687a1c76,projet_4_,verrou,,"Le programme de référence ORTIVA / ORTIVA TOP / SIGNUM à doses homologuées, adjuvanté avec de l’HELIOSOL a montré une efficacité significative tout au long de l’essai en comparaison à la modalité témoin.","Ainsi, lors de la dernière observation, seule 5 % de la surface foliaire basale était touchée par des nécroses d’Alternaria essentiellement.",HIGH,vrai_verrou_rd,relabel: observation/result rather than true R&D lock
"Concernant les insectes, des altises ont été observées dès le début de l’essai lors du piquetage au 10 juillet.",resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,,good,from role_gold=resultat | sub_role= | status=to_review,5e2ef923c1130723,projet_4_,resultat,,"Compte tenu de la pression fongique et bactérienne, l’état sanitaire de la culture est jugé comme médiocre à la récolte le 17 octobre.",La pression est restée cependant faible et maîtrisée par le programme insecticide du producteur jusqu’au 5 septembre.,HIGH,resultat,
Le graphique ci-dessous tient compte des données brutes mais les résultats des analyses statistiques portent sur les données transformées.,resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,4b21317881e583e8,projet_4_,resultat,observation_resultat,Recouvrement des pommes par l’alternariose Les moyennes de recouvrement des pommes ont également été transformées par la fonction 2 Arcsin(√x) afin de pouvoir réaliser l’ANOVA.,"Pourcentage de recouvrement moyen des pommes 10 9 8 a 7 a 6 ab b b b 5 4 3 6,1 2 3,8 1 2,0 2,2 2,6 2,0 2,3 2,2 2,4 2,4 0 5 septembre 18 septembre 1 2 3 4 5 5 septembre 18 septembre ANOVA significative au seuil α = 5 % ANOVA significative au seuil α = 5 % Coefficient de variation : 12 % Coefficient de variation : 9 % Puissance : 94 % Puissance : 99 % Au 5 septembre, c’est-à-dire la veille de l’application C, la modalité 2 de référence est significativement moins atteinte que la modalité témoin avec un recouvrement de 2 %.",LOW,resultat,
Le graphique et les moyennes ci-dessous tiennent compte des données brutes mais les résultats des analyses portent sur les données transformées.,resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,6678a11635d81c62,projet_4_,resultat,observation_resultat,Recouvrement des feuilles basales par l’alternariose Les moyennes de recouvrement des feuilles basales ont été transformées par la fonction 2 Arcsin(√x) afin de respecter les hypothèses de normalité de l’analyse de variance.,Pourentage de recouvrement moyen des feuilles basales 40 34 35 30 25 18 20 15 10 5 5 0 12 août 5 septembre 18 septembre 1 2 3 4 5 Dates 12 août 5 septembre 18 septembre ANOVA au seuil Significative Significative Significative α = 5 % Coefficient de variation (%) 10 14 12 Puissance (%) 99 99 99 Modalités Moy.,LOW,resultat,
Les graphiques présentés ci-dessous représentent les données brutes mais les résultats des analyses portent sur les données transformées.,resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,32d1a1ddc4f76235,projet_4_,resultat,observation_resultat,"Comme précédemment, une transformation de variable par la fonction 2 Arcsin(√x) a été réalisée avant de procéder à l’ANOVA.","Pourcentage de recouvrement à la récolte 30 a 25 20 a 15 b b 25 10 5 9 9 7 5 6 2 2 3 2 0 feuilles basses pomme 1 2 3 4 5 Sur feuilles basales Sur pomme ANOVA significative au seuil α = 5 % ANOVA significative au seuil α = 5 % Coefficient de variation : 11 % Coefficient de variation : 13 % Puissance : 99 % Puissance : 99 % A la récolte, les feuilles basales sont recouvertes en moyenne à 25 % et les pommes à 9 % dans la modalité témoin.",LOW,resultat,
Rapport final Essai N° : PL.24.F.chop.MO.1 Version N° : 1 Essai fongicide d’efficacité contre l’alternariose sur chou pommé Responsable d’Essai : Maylis OHREL 1.,resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,e505fcb5998a71eb,projet_4_,contribution,apport_connaissance,,Objectifs de l’essai a.,MEDIUM,resultat,
Sélectivité Aucun symptôme de phytotoxicité n’a été observé sur le site d’essai.,resultat,raw,to_detect_by_nlp,Rapport d'essai DE SANGOSSE PL.24.F.chop.MO.1.pdf,,good,from role_gold=resultat | sub_role= | status=to_review,5172db6feb065b61,projet_4_,resultat,,La modalité 4 parait tout de même très légèrement moins efficace sur feuilles basales avec un recouvrement de 9 % en moyenne. g.,PLANETE Légumes Fleurs et Plantes 10/12/24 sur 14,HIGH,resultat,
Acquisition des connaissances/contribution 26,resultat,raw,to_detect_by_nlp,SCALIAN-DS_DT-2023_SIGMA_VF.docx,contribution,good,from role_gold=contribution | sub_role=apport_connaissance | status=auto_corrected,67c92049f0520fb7,projet_12_,contribution,apport_connaissance,Expérimentation avec un nouveau scénario 22 1.6.,,MEDIUM,resultat,
Augmenter les performances de l'algorithme d’apprentissage pour obtenir des résultats plus pertinents et concluants lors de la simulation.,resultat,raw,to_detect_by_nlp,SCALIAN-DS_DT-2023_SIGMA_VF.docx,resultats,good,from role_gold=resultat | sub_role=observation_resultat | status=auto_corrected,d6ae8347f4352946,projet_12_,resultat,observation_resultat,Augmenter la qualité du rendu graphique de la simulation pour obtenir un environnement visuellement réaliste et attrayant dans lequel les fusées évoluent.,"Notre travail sur SIGMA se concentre donc sur ces objectifs qui se regroupent en trois catégories : La modélisation physique, l’algorithme d’apprentissage et l’aspect visuel du projet.",LOW,resultat,
"Cela a permis d’augmenter relativement la qualité l’entrainement, mais le résultat restait assez mauvais, dans le meilleur des cas, la fusée arrivait à se stabiliser temporairement avant de s’écraser.",resultat,raw,to_detect_by_nlp,SCALIAN-DS_DT-2023_SIGMA_VF.docx,,good,from role_gold=resultat | sub_role= | status=to_review,34399e73d33cfd72,projet_12_,resultat,,Nous avons donc réalisé un algorithme permettant de tester une dizaine de paramètres différents sur plein de valeurs.,"Les résultats sont considérés comme satisfaisants lorsque le comportement paraît cohérent (observation avec la visualisation 3D du résultat), avec ce que nous souhaitons obtenir.",HIGH,resultat,
